"ID"	"Sample"	"Experiment"	"Population"	"Treatment"	"Timepoint"	"Bottel"	"Replicate"	"Barcode"	"Uniqe_all"	"Uniqe_pop"	"Homologs"	"Diffrential_ID"	"Strain"	"Index"	"Differential_equation"	"Differential_equation_strains"	"Modified_allelcounts"	"Total"	"Primer.1"	"Primer.2"	"ID.1"	"allel"	"Total_C"	"Relative_abundance"
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_126_C12W1_1"	"Yes"	"Yes"	"bo"	"bo"	"GP2-4_68"	43	"bo"	"bo + bp"	"NO"	0	0	0	"P21502_126"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_127_C12W1_1*"	"No"	"Yes"	"aj"	"aj1"	"GP2-4_69"	45	"aj1 * (bq / (bq + cv))"	"aj1 * (bq / (bq + cv)) + bq"	"NO"	0	0	0	"P21502_127"	"1*"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_128_C12W1_1"	"Yes"	"Yes"	"br"	"br"	"GP2-4_70"	47	"br"	"br + bs"	"NO"	0	0	0	"P21502_128"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_107_C12W1_1*"	"No"	"No"	"aa"	"aa2"	"GP2-4_71"	49	"aa2 * (bt / (an + bt))"	"aa2 * (bt / (an + bt)) + bt"	"NO"	0	0	0	"P21502_107"	"1*"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_110_C12W1_1"	"Yes"	"Yes"	"bu"	"bu"	"GP2-4_72"	51	"bu"	"bu + ab1 * (bu / (bu + bf + dn))"	"NO"	0	0	0	"P21502_110"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_129_C12W1_1"	"Yes"	"Yes"	"bv"	"bv"	"VG1-2_44"	53	"bv"	"bv + bw"	"NO"	0	0	0	"P21502_129"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_130_C12W1_1"	"Yes"	"Yes"	"bx"	"bx"	"VG1-2_45"	55	"bx"	"bx + by"	"NO"	0	0	0	"P21502_130"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_131_C12W1_1"	"Yes"	"Yes"	"bz"	"bz"	"VG1-2_49"	57	"bz"	"bz + ca"	"NO"	0	0	0	"P21502_131"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_132_C12W1_1"	"Yes"	"Yes"	"cb"	"cb"	"VG1-2_56"	59	"cb"	"cb + cc"	"NO"	0	0	0	"P21502_132"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_133_C12W1_1"	"Yes"	"Yes"	"cd"	"cd"	"VG1-2_58"	61	"cd"	"cd + ce"	"NO"	0	0	0	"P21502_133"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_134_C12W1_1"	"Yes"	"Yes"	"cf"	"cf"	"VG1-2_61"	63	"cf"	"cf * 2"	"YES"	0	0	0	"P21502_134"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_135_C12W1_1"	"Yes"	"Yes"	"ch"	"ch"	"VG1-2_63"	65	"ch"	"ch + ci"	"NO"	0	0	0	"P21502_135"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_136_C12W1_1"	"Yes"	"Yes"	"cj"	"cj"	"VG1-2_64"	67	"cj"	"cj + af3 * (cj / (aq + cj + 0.15 * eh))"	"NO"	0	0	0	"P21502_136"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_137_C12W1_1"	"Yes"	"Yes"	"ck"	"ck"	"VG1-2_66"	69	"ck"	"ck * 2"	"YES"	0	0	0	"P21502_137"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_138_C12W1_1"	"Yes"	"Yes"	"cm"	"cm"	"VG1-2_67"	71	"cm"	"cm + cn"	"NO"	0	0	0	"P21502_138"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_139_C12W1_1"	"Yes"	"Yes"	"co"	"co"	"VG1-2_72"	73	"co"	"co + cp"	"NO"	0	0	0	"P21502_139"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_140_C12W1_1"	"Yes"	"Yes"	"cq"	"cq"	"VG1-2_74"	75	"cq"	"cq + cr"	"NO"	0	0	0	"P21502_140"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_141_C12W1_1"	"Yes"	"Yes"	"cs"	"cs"	"VG1-2_78"	77	"cs"	"ct + cu"	"NO"	0	0	0	"P21502_141"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_142_C12W1_1"	"Yes"	"Yes"	"cv"	"cv"	"VG1-2_81"	80	"cv"	"cv + aj2 * (cv / (bq + cv))"	"NO"	0	0	0	"P21502_142"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_143_C12W1_1"	"Yes"	"Yes"	"cw"	"cw"	"VG1-2_83"	82	"cw"	"cx * 2"	"YES"	0	0	0	"P21502_143"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_144_C12W1_1"	"Yes"	"Yes"	"cy"	"cy"	"VG1-2_85"	84	"cy"	"cy + cz"	"NO"	0	0	0	"P21502_144"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_145_C12W1_1"	"Yes"	"Yes"	"da"	"da"	"VG1-2_86"	86	"da"	"da + ak2 * (da / (ay + da))"	"NO"	0	0	0	"P21502_145"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_146_C12W1_1"	"Yes"	"Yes"	"db"	"db"	"VG1-2_88"	88	"db"	"db * 2"	"YES"	0	0	0	"P21502_146"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_147_C12W1_1*"	"No"	"Yes"	"am"	"am2"	"VG1-2_89"	90	"am2 * (de / (at + de))"	"am2 * (de / (at + de)) + de"	"NO"	0	0	0	"P21502_147"	"1*"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_148_C12W1_1"	"Yes"	"Yes"	"dg"	"dg"	"VG1-2_90"	92	"dg"	"dg + dd"	"NO"	0	0	0	"P21502_148"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_149_C12W1_1"	"Yes"	"Yes"	"dh"	"dh"	"VG1-2_93"	94	"dh"	"dh + di"	"NO"	0	0	0	"P21502_149"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_150_C12W1_1"	"Yes"	"Yes"	"dj"	"dj"	"VG1-2_94"	96	"dj"	"dk * 2"	"YES"	0	0	0	"P21502_150"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_151_C12W1_1"	"Yes"	"Yes"	"dl"	"dl"	"VG1-2_95"	98	"dl"	"dl + dm"	"NO"	0	0	0	"P21502_151"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_152_C12W1_1**"	"No"	"Yes"	"ab"	"ab3"	"VG1-2_103"	100	"ab3 * (dn / (bu + bf + dn))"	"ab3 * (dn / (bu + bf + dn)) + dn"	"NO"	0	0	0	"P21502_152"	"1**"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_153_C12W1_1"	"Yes"	"Yes"	"do"	"do"	"VG1-2_104"	102	"do"	"do + dp"	"NO"	0	0	0	"P21502_153"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_154_C12W1_1"	"Yes"	"Yes"	"dq"	"dq"	"VG1-2_105"	104	"dq"	"dq * 2"	"YES"	0	0	0	"P21502_154"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_155_C12W1_1"	"Yes"	"Yes"	"ds"	"ds"	"VG1-2_106"	106	"ds"	"dt * 2"	"YES"	0	0	0	"P21502_155"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_156_C12W1_1"	"Yes"	"Yes"	"du"	"du"	"VG1-2_107"	108	"du"	"du + dv"	"NO"	0	0	0	"P21502_156"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"R05_C12W1_1"	"Yes"	"Yes"	"dx"	"dx"	"RO5AC"	110	"dx"	"dx + dy"	"NO"	0	0	0	"R05"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"Unknown1_VGx_C12W1_1"	"Yes"	"Yes"	"dz"	"dz"	"VG1-2_99or65"	112	"dz"	"dz * 2"	"YES"	0	0	0	"Unknown1_VGx"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"Unknown1_VGy_C12W1_1"	"Yes"	"Yes"	"eb"	"eb"	"VG1-2_65or99"	114	"eb"	"eb + ec"	"NO"	0	0	0	"Unknown1_VGy"	"1"	0	0
"P21502_111"	"GP2-4_42"	"Strain"	"GP"	NA	NA	NA	1	"P21502_106_C12W1_1"	"Yes"	"Yes"	"ed"	"ed"	"GP2-4_32"	116	"ed"	"ed * 2"	"YES"	0	0	0	"P21502_106"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_101_C12W1_1*"	"No"	"No"	"aa"	"aa1"	"GP2-4_26"	1	"aa1 * (an / (an + bt))"	"aa1 * (an / (an + bt)) * 2"	"YES"	0	0	0	"P21502_101"	"1*"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_102_C12W1_1"	"Yes"	"Yes"	"ao"	"ao"	"GP2-4_27"	3	"ao"	"ao + ap"	"NO"	0	0	0	"P21502_102"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_103_C12W1_1"	"Yes"	"Yes"	"aq"	"aq"	"GP2-4_28"	5	"aq"	"aq + af1 * (aq / (aq + cj + 0.15 * eh))"	"NO"	0	0	0	"P21502_103"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_104_C12W1_1"	"Yes"	"Yes"	"ac"	"ac"	"GP2-4_29"	7	"ac"	"ac + eg"	"NO"	0	0	0	"P21502_104"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_105_C12W1_1"	"Yes"	"Yes"	"ar"	"ar"	"GP2-4_31"	9	"ar"	"ar + as"	"NO"	0	0	0	"P21502_105"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_108_C12W1_1*"	"No"	"Yes"	"am"	"am1"	"GP2-4_39"	11	"am1 * (at / (at + de))"	"am1 * (at / (at + de)) + at"	"NO"	0	0	0	"P21502_108"	"1*"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_109_C12W1_1"	"Yes"	"Yes"	"au"	"au"	"GP2-4_40"	13	"au"	"au + av"	"NO"	0	0	0	"P21502_109"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_111_C12W1_1"	"Yes"	"Yes"	"aw"	"aw"	"GP2-4_42"	15	"aw"	"ax * 2"	"YES"	0	0	0	"P21502_111"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_112_C12W1_1"	"Yes"	"Yes"	"eh"	"eh"	"GP2-4_43"	18	"eh"	"eh + af2 * (0.15 * eh / (aq + cj + 0.15 * eh))"	"NO"	921	406	515	"P21502_112"	"1"	1044	0.999043062200957
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_113_C12W1_1"	"Yes"	"Yes"	"ai"	"ai"	"GP2-4_44"	19	"ai"	"al * 2"	"YES"	0	0	0	"P21502_113"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_114_C12W1_1"	"No"	"No"	"ae"	"ae"	"GP2-4_45and46"	21	"ae"	"ae + ad"	"NO"	0	0	0	"P21502_114"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_116_C12W1_1*"	"No"	"Yes"	"ak"	"ak1"	"GP2-4_47"	23	"ak1 * (ay / (ay + da))"	"ai + al"	"NO"	0	0	0	"P21502_116"	"1*"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_117_C12W1_1"	"Yes"	"Yes"	"ah"	"ah"	"GP2-4_51"	25	"ah"	"ah + ag"	"NO"	0	0	0	"P21502_117"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_118_C12W1_1"	"Yes"	"Yes"	"az"	"az"	"GP2-4_52"	27	"az"	"az + ba"	"NO"	0	0	0	"P21502_118"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_119_C12W1_1"	"Yes"	"Yes"	"bb"	"bb"	"GP2-4_54"	29	"bb"	"bb + bc"	"NO"	0	0	0	"P21502_119"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_120_C12W1_1"	"Yes"	"Yes"	"bd"	"bd"	"GP2-4_55"	31	"bd"	"bd + be"	"NO"	0	0	0	"P21502_120"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_121_C12W1_1"	"Yes"	"Yes"	"bf"	"bf"	"GP2-4_56"	33	"bf"	"bf + ab2 * (bf / (bu + bf + dn))"	"NO"	0	0	0	"P21502_121"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_122_C12W1_1"	"Yes"	"Yes"	"bg"	"bg"	"GP2-4_57"	35	"bg"	"bg + bh"	"NO"	0	0	0	"P21502_122"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_123_C12W1_1"	"Yes"	"Yes"	"bi"	"bi"	"GP2-4_61"	37	"bi"	"bi * 2"	"YES"	0	0	0	"P21502_123"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_124_C12W1_1"	"Yes"	"Yes"	"bk"	"bk"	"GP2-4_63"	39	"bk"	"bk * 2"	"YES"	0	0	0	"P21502_124"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_125_C12W1_1"	"Yes"	"Yes"	"bm"	"bm"	"GP2-4_67"	41	"bm"	"bm + bn"	"NO"	0	0	0	"P21502_125"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_126_C12W1_1"	"Yes"	"Yes"	"bo"	"bo"	"GP2-4_68"	43	"bo"	"bo + bp"	"NO"	0	0	0	"P21502_126"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_127_C12W1_1*"	"No"	"Yes"	"aj"	"aj1"	"GP2-4_69"	45	"aj1 * (bq / (bq + cv))"	"aj1 * (bq / (bq + cv)) + bq"	"NO"	0	0	0	"P21502_127"	"1*"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_128_C12W1_1"	"Yes"	"Yes"	"br"	"br"	"GP2-4_70"	47	"br"	"br + bs"	"NO"	1	0	1	"P21502_128"	"1"	1	0.000956937799043062
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_107_C12W1_1*"	"No"	"No"	"aa"	"aa2"	"GP2-4_71"	49	"aa2 * (bt / (an + bt))"	"aa2 * (bt / (an + bt)) + bt"	"NO"	0	0	0	"P21502_107"	"1*"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_110_C12W1_1"	"Yes"	"Yes"	"bu"	"bu"	"GP2-4_72"	51	"bu"	"bu + ab1 * (bu / (bu + bf + dn))"	"NO"	0	0	0	"P21502_110"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_129_C12W1_1"	"Yes"	"Yes"	"bv"	"bv"	"VG1-2_44"	53	"bv"	"bv + bw"	"NO"	0	0	0	"P21502_129"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_130_C12W1_1"	"Yes"	"Yes"	"bx"	"bx"	"VG1-2_45"	55	"bx"	"bx + by"	"NO"	0	0	0	"P21502_130"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_131_C12W1_1"	"Yes"	"Yes"	"bz"	"bz"	"VG1-2_49"	57	"bz"	"bz + ca"	"NO"	0	0	0	"P21502_131"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_132_C12W1_1"	"Yes"	"Yes"	"cb"	"cb"	"VG1-2_56"	59	"cb"	"cb + cc"	"NO"	0	0	0	"P21502_132"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_133_C12W1_1"	"Yes"	"Yes"	"cd"	"cd"	"VG1-2_58"	61	"cd"	"cd + ce"	"NO"	0	0	0	"P21502_133"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_134_C12W1_1"	"Yes"	"Yes"	"cf"	"cf"	"VG1-2_61"	63	"cf"	"cf * 2"	"YES"	0	0	0	"P21502_134"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_135_C12W1_1"	"Yes"	"Yes"	"ch"	"ch"	"VG1-2_63"	65	"ch"	"ch + ci"	"NO"	0	0	0	"P21502_135"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_136_C12W1_1"	"Yes"	"Yes"	"cj"	"cj"	"VG1-2_64"	67	"cj"	"cj + af3 * (cj / (aq + cj + 0.15 * eh))"	"NO"	0	0	0	"P21502_136"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_137_C12W1_1"	"Yes"	"Yes"	"ck"	"ck"	"VG1-2_66"	69	"ck"	"ck * 2"	"YES"	0	0	0	"P21502_137"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_138_C12W1_1"	"Yes"	"Yes"	"cm"	"cm"	"VG1-2_67"	71	"cm"	"cm + cn"	"NO"	0	0	0	"P21502_138"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_139_C12W1_1"	"Yes"	"Yes"	"co"	"co"	"VG1-2_72"	73	"co"	"co + cp"	"NO"	0	0	0	"P21502_139"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_140_C12W1_1"	"Yes"	"Yes"	"cq"	"cq"	"VG1-2_74"	75	"cq"	"cq + cr"	"NO"	0	0	0	"P21502_140"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_141_C12W1_1"	"Yes"	"Yes"	"cs"	"cs"	"VG1-2_78"	77	"cs"	"ct + cu"	"NO"	0	0	0	"P21502_141"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_142_C12W1_1"	"Yes"	"Yes"	"cv"	"cv"	"VG1-2_81"	80	"cv"	"cv + aj2 * (cv / (bq + cv))"	"NO"	0	0	0	"P21502_142"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_143_C12W1_1"	"Yes"	"Yes"	"cw"	"cw"	"VG1-2_83"	82	"cw"	"cx * 2"	"YES"	0	0	0	"P21502_143"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_144_C12W1_1"	"Yes"	"Yes"	"cy"	"cy"	"VG1-2_85"	84	"cy"	"cy + cz"	"NO"	0	0	0	"P21502_144"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_145_C12W1_1"	"Yes"	"Yes"	"da"	"da"	"VG1-2_86"	86	"da"	"da + ak2 * (da / (ay + da))"	"NO"	0	0	0	"P21502_145"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_146_C12W1_1"	"Yes"	"Yes"	"db"	"db"	"VG1-2_88"	88	"db"	"db * 2"	"YES"	0	0	0	"P21502_146"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_147_C12W1_1*"	"No"	"Yes"	"am"	"am2"	"VG1-2_89"	90	"am2 * (de / (at + de))"	"am2 * (de / (at + de)) + de"	"NO"	0	0	0	"P21502_147"	"1*"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_148_C12W1_1"	"Yes"	"Yes"	"dg"	"dg"	"VG1-2_90"	92	"dg"	"dg + dd"	"NO"	0	0	0	"P21502_148"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_149_C12W1_1"	"Yes"	"Yes"	"dh"	"dh"	"VG1-2_93"	94	"dh"	"dh + di"	"NO"	0	0	0	"P21502_149"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_150_C12W1_1"	"Yes"	"Yes"	"dj"	"dj"	"VG1-2_94"	96	"dj"	"dk * 2"	"YES"	0	0	0	"P21502_150"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_151_C12W1_1"	"Yes"	"Yes"	"dl"	"dl"	"VG1-2_95"	98	"dl"	"dl + dm"	"NO"	0	0	0	"P21502_151"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_152_C12W1_1**"	"No"	"Yes"	"ab"	"ab3"	"VG1-2_103"	100	"ab3 * (dn / (bu + bf + dn))"	"ab3 * (dn / (bu + bf + dn)) + dn"	"NO"	0	0	0	"P21502_152"	"1**"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_153_C12W1_1"	"Yes"	"Yes"	"do"	"do"	"VG1-2_104"	102	"do"	"do + dp"	"NO"	0	0	0	"P21502_153"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_154_C12W1_1"	"Yes"	"Yes"	"dq"	"dq"	"VG1-2_105"	104	"dq"	"dq * 2"	"YES"	0	0	0	"P21502_154"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_155_C12W1_1"	"Yes"	"Yes"	"ds"	"ds"	"VG1-2_106"	106	"ds"	"dt * 2"	"YES"	0	0	0	"P21502_155"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_156_C12W1_1"	"Yes"	"Yes"	"du"	"du"	"VG1-2_107"	108	"du"	"du + dv"	"NO"	0	0	0	"P21502_156"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"R05_C12W1_1"	"Yes"	"Yes"	"dx"	"dx"	"RO5AC"	110	"dx"	"dx + dy"	"NO"	0	0	0	"R05"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"Unknown1_VGx_C12W1_1"	"Yes"	"Yes"	"dz"	"dz"	"VG1-2_99or65"	112	"dz"	"dz * 2"	"YES"	0	0	0	"Unknown1_VGx"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"Unknown1_VGy_C12W1_1"	"Yes"	"Yes"	"eb"	"eb"	"VG1-2_65or99"	114	"eb"	"eb + ec"	"NO"	0	0	0	"Unknown1_VGy"	"1"	0	0
"P21502_112"	"GP2-4_43"	"Strain"	"GP"	NA	NA	NA	1	"P21502_106_C12W1_1"	"Yes"	"Yes"	"ed"	"ed"	"GP2-4_32"	116	"ed"	"ed * 2"	"YES"	0	0	0	"P21502_106"	"1"	0	0
"P21502_113"	"GP2-4_44"	"Strain"	"GP"	NA	NA	NA	1	"P21502_101_C12W1_1*"	"No"	"No"	"aa"	"aa1"	"GP2-4_26"	1	"aa1 * (an / (an + bt))"	"aa1 * (an / (an + bt)) * 2"	"YES"	0	0	0	"P21502_101"	"1*"	0	0
"P21502_113"	"GP2-4_44"	"Strain"	"GP"	NA	NA	NA	1	"P21502_102_C12W1_1"	"Yes"	"Yes"	"ao"	"ao"	"GP2-4_27"	3	"ao"	"ao + ap"	"NO"	0	0	0	"P21502_102"	"1"	0	0
"P21502_113"	"GP2-4_44"	"Strain"	"GP"	NA	NA	NA	1	"P21502_103_C12W1_1"	"Yes"	"Yes"	"aq"	"aq"	"GP2-4_28"	5	"aq"	"aq + af1 * (aq / (aq + cj + 0.15 * eh))"	"NO"	0	0	0	"P21502_103"	"1"	0	0
"P21502_113"	"GP2-4_44"	"Strain"	"GP"	NA	NA	NA	1	"P21502_104_C12W1_1"	"Yes"	"Yes"	"ac"	"ac"	"GP2-4_29"	7	"ac"	"ac + eg"	"NO"	0	0	0	"P21502_104"	"1"	0	0
"P21502_113"	"GP2-4_44"	"Strain"	"GP"	NA	NA	NA	1	"P21502_105_C12W1_1"	"Yes"	"Yes"	"ar"	"ar"	"GP2-4_31"	9	"ar"	"ar + as"	"NO"	0	0	0	"P21502_105"	"1"	0	0
"P21502_113"	"GP2-4_44"	"Strain"	"GP"	NA	NA	NA	1	"P21502_108_C12W1_1*"	"No"	"Yes"	"am"	"am1"	"GP2-4_39"	11	"am1 * (at / (at + de))"	"am1 * (at / (at + de)) + at"	"NO"	0	0	0	"P21502_108"	"1*"	0	0
"P21502_113"	"GP2-4_44"	"Strain"	"GP"	NA	NA	NA	1	"P21502_109_C12W1_1"	"Yes"	"Yes"	"au"	"au"	"GP2-4_40"	13	"au"	"au + av"	"NO"	0	0	0	"P21502_109"	"1"	0	0
"P21502_113"	"GP2-4_44"	"Strain"	"GP"	NA	NA	NA	1	"P21502_111_C12W1_1"	"Yes"	"Yes"	"aw"	"aw"	"GP2-4_42"	15	"aw"	"ax * 2"	"YES"	0	0	0	"P21502_111"	"1"	0	0
